CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
40715808,"PIZZA HUT, KENTUCKY FRIED CHICKEN",4,18,5,A
40716007,THE BARBECUE PIT,2,10,11,A
40716118,DO HWA,1,52,12,A
40705996,HAAGEN-DAZS,3,43,8,A
40706604,PASTIS RESTAURANT,1,35,9,A
40746893,DOMINO'S PIZZA,3,62,10,A
40750451,THE COURTYARD ALE HOUSE,4,03,11,A
40750766,ZARO'S BREAD BASKET,0,08,7,A
40716489,ORSAY,1,35,11,A
40716733,GUSTOSA PIZZA,4,62,12,A
40710411,DONATO'S PIZZERIA RESTAURANT,4,63,12,A
40747940,BLUE DINER,2,03,6,A
40704155,ERAWAN THAI CUISINE,4,82,3,A
40751933,SIDO FALALEL & MORE,1,54,20,B
40708213,DELIAS LOUNGE CAFE,3,03,9,A
40718557,DELMONICOS,1,48,10,A
40710955,THE GROCERY,3,03,4,A
40752699,BALLY TOTAL FITNESS,2,51,3,A
40750263,ROOM SERVICE KITCHEN,1,03,12,A
40718830,BRAVO PIZZA,1,62,9,A
40718835,TRIOMPHE,1,03,5,A
40714228,NEW SOLDIERS RESTAURANT,3,17,9,A
40751626,MCDONALD'S,1,39,7,A
40719736,JUNIORS,1,03,18,B
40715365,STARBUCKS COFFEE,4,14,2,A
40715679,PIZZA HUT,4,62,11,A
40756344,WEST 79TH STREET BOAT BASIN CAFE,1,03,6,A
40752293,AMERICAN COFFEE SHOP,3,77,6,A
40709458,PAN FINO,4,08,10,A
40710951,LENFEST CAFE - JEROME GREEN HALL,1,14,10,A
40715372,HENRY'S,1,03,13,A
40716092,TRIBECA PARK CAFE,1,27,9,A
40757492,ANGRY WADES,3,03,20,Z
40720832,LEONIDAS,1,03,9,A
40716188,PIZZA HUT,4,62,5,A
40754984,SOPHIE'S RESTAURANT,1,53,7,A
40758772,NEW SUNNY GARDEN RESTAURANT,4,20,5,A
40759535,TIME CAFETERIA,1,03,7,A
40759586,CAFE BUON GUSTO,1,48,13,A
40721162,CONTINENTAL LUNCHEONETTE & DELI,4,27,9,A
40722176,BARNES & NOBLE BOOKSELLERS,2,14,10,A
40716479,LIFFY II BAR,1,47,10,A
40716961,GOLD BAR B,1,03,2,A
40759924,MURRAY'S BAGELS,1,07,9,A
40759930,BELLA NAPOLI,2,62,11,A
40757425,DA MIKELLE II,4,50,12,A
40758112,PARRILLA RESTAURANT,1,53,2,A
40715321,AMERADA HESS EXPRESS CAFE,1,03,2,A
40715360,STARBUCKS COFFEE,1,14,2,A
40715364,STARBUCKS COFFEE,1,14,5,A
40717234,PINE BAR & GRILL,2,48,10,A
40717559,BILLIARD COMPANY,4,03,12,A
40759667,B. SMITH RESTAURANT,1,03,5,A
40760487,ROMA PIZZA,1,62,5,A
40760523,ROSA MEXICANO AT LINCOLN CENTER,1,55,20,B
40760809,EL NUEVO AMANECER RESTAURANT,1,53,14,B
40761108,MY MOTHER'S PLACE,4,43,10,A
40761262,CIRCLE IN THE SQUARE THEATRE,1,03,,A
40715826,PIZZA HUT DELIVERY,4,62,2,A
40719557,FAMILY CORNER,4,03,12,A
40723269,PEASANT,1,03,17,Z
40719325,KIDDIE CAKES,5,08,9,A
40719508,MCDONALD'S,1,39,13,A
40719899,NYU KOSHER EATERY,1,50,6,A
40761822,PEKING EXPRESS,4,20,10,A
40762618,BURGER KING,3,39,23,B
40720423,SOBA NIPPON JAPANESE RESTAURANT,1,49,8,A
40723936,NUCCI'S RESTAURANT,5,48,9,A
40724274,THE WHEELTAPPER,1,03,10,A
40720133,BAGEL HOUSE,4,07,2,A
40763046,THE HALF KING,1,03,12,A
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,1,03,9,A
40721285,DOMINO'S PIZZA,1,62,12,A
40763806,RALPH'S II DELI,4,27,11,A
40763888,CHEF HO'S,1,05,16,B
40764279,CHADASH FALAFEL & PIZZA,3,50,9,A
40724277,NEW KIM'S RESTAURANT,4,20,9,A
40725911,RUE 57,1,35,12,A
40684066,POPEYES CHICKEN & BISCUITS,3,18,4,A
40763388,BLISS BAKERY & CAFE,3,84,9,A
40763786,THE BRAZEN HEAD,3,03,12,A
40765318,CAFE DUKE,1,03,26,B
40765358,HONG KONG RESTAURANT,2,20,9,A
40782042,ALICES,3,50,13,A
40782091,STARBUCKS COFFEE,4,14,11,A
40782328,CHARLES PIZZERIA,3,62,12,A
40782999,WENDY'S,5,39,7,A
40783170,MARTY O'BRIEN'S,1,47,19,B
40783220,THE DEAD POET,1,47,11,A
40765947,FOOTPRINTS CAFE,3,17,13,A
40719669,GENNARO'S CATERING HALL,3,48,5,A
40719693,PROSPECT COFFEE SHOP,2,03,5,A
40728223,AU BON PAIN,1,70,11,A
40783353,A SALT & BATTERY,1,72,15,A
40783967,PIZZA PUB,1,62,21,B
40783989,HANOVER GOURMET DELI,1,27,17,B
40782092,STARBUCKS COFFEE,1,14,12,A
40783748,PHILLIES PIZZERIA II,4,63,14,B
40783903,GRADISCA RESTAURANT,1,48,12,A
40724205,MCDONALD'S,2,39,12,A
40729164,JULIUS,1,03,24,B
40729439,COSITAS RICAS,4,53,12,A
40785056,NEW ANDY'S DELI,1,27,12,A
40785565,BILLYMARKS WEST,1,03,13,A
40724246,MCDONALD'S,4,39,3,A
40786907,BOSTON MARKET,4,03,8,A
40786921,BOSTON MARKET,4,03,13,A
40786923,BOSTON MARKET,5,03,12,A
40726118,DRAGON LAND BAKERY,1,20,2,A
40730270,NOT JUST PIZZA,3,62,11,A
40785901,TOBACCO ROAD,1,03,32,C
40786218,MCDONALD'S,4,39,2,A
40722597,VILLAGE DEN,1,03,9,A
40731746,CAPTAIN'S PIZZERIA AND RESTAURANT,2,63,21,Z
40789668,BAY PIZZERIA RESTAURANT,3,62,13,A
40790187,FERRIS BOOTH COMMONS - ALFRED LERNER HALL,1,03,8,A
40790329,FOREST HILLS COFFE SHOP,4,03,10,A
40786910,BOSTON MARKET,4,18,4,A
40786919,BOSTON MARKET,3,03,11,A
40790974,BROTHER JIMMY'S BBQ,1,10,10,A
40791096,POPEYES CHICKEN & BISCUITS,4,18,7,A
40723158,BONNIE'S GRILL,3,03,4,A
40729118,SEVEN STARS BAKERY,3,08,4,A
40787040,BOSTON MARKET,4,03,12,A
40787908,KELLY'S TAVERN,3,03,9,A
40788471,STARBUCKS COFFEE,1,14,4,A
40788706,KELLY'S RESTAURANT & PIZZA,4,03,9,A
40791454,LA CABANA JARABACOA RESTAURANT,4,53,33,C
40792697,MESKEREM,1,33,4,A
40793323,CHINA FUN,1,20,10,A
40793858,DANCING CRANE CAFE (BX ZOO),2,03,8,A
40794451,WENDY'S,1,39,5,A
40728858,VOL DE NUIT,1,35,10,A
40794912,BURGER KING,2,39,3,A
40796717,ANYWAY CAFE BAR,3,67,32,C
40796758,PLYMOUTH CAFE,3,03,13,A
40796794,D & P RESTAURANT & COCKTAIL,3,17,12,A
40733383,HARU,1,49,9,A
40733411,MCDONALD'S,1,39,5,A
40729582,UNITED GROCERY & DELI,1,27,10,A
40795021,TAO RESTAURANT,1,05,2,A
40730140,ESTELLE,3,03,18,B
40735273,EL PARAISO BAR & RESTAURANT,4,53,8,A
40730585,DEUX AMIS,1,35,17,Z
40798457,RITZ DINER,1,03,12,A
40798867,POSH,1,03,13,A
40727609,THE FULL SHILLING,1,47,2,A
40796892,MUZZARELLA PIZZA,1,62,20,B
40797452,SUSHI SAMBA #7,1,49,11,A
40797684,AMERICAS BURGER AND WRAPS,1,03,26,Z
40797688,TRIPLE CROWN DINER,4,03,10,A
40735660,MUNCHY'S,1,27,7,A
40731196,SUNFLOWER CAFE,3,14,10,A
40731761,BROTHER JIMMY'S WEST,1,03,12,A
40732416,VARENICHNAYA - PELMINI VARENICHKY,3,67,2,A
40733080,DUNKIN' DONUTS | BASKIN ROBBINS,3,29,7,A
40799593,SING SING KARAOKE,1,05,11,A
40737939,STARBUCKS COFFEE,1,14,5,A
40737995,AU BON PAIN,1,70,10,A
40738028,ALI'S ROTI SHOP,2,17,9,A
40799384,LA PALAPA,1,55,8,A
40733412,MCDONALD'S,1,39,13,A
40730617,PIZZA JARDEN,4,62,9,A
40801230,NEW LEAF CAFE,1,03,11,A
40801325,REGINA PIZZA,4,62,9,A
40803130,FLUTE,1,35,14,B
40736135,STARBUCKS COFFEE,1,14,9,A
40803438,GRINI'S GRILL & RESTAURANT,1,53,17,B
40803754,PAPA JOHN'S,1,62,13,A
40741534,TAI PAN BAKERY,4,08,22,B
40741630,SUSIE'S PIES,2,62,12,A
40742056,MR. CHOW RESTAURANT,1,20,10,A
40736005,PETE'S CANDY STORE,3,03,9,A
40735180,CUP & SAUCER,1,03,2,A
40805417,NEW FANCY FOODS,1,03,12,A
40805827,LAHORE DELICATESSEN,1,09,12,A
40742990,DOMINO'S PIZZA,2,62,7,A
40736836,SILVER STAR RESTAURANT,1,03,10,A
40804423,(LEWIS DRUG STORE) LOCANDA VINI E OLII,3,48,5,A
40736253,PORTOFINO CAFE,2,14,4,Z
40738021,AU BON PAIN,1,70,5,A
40743552,PUCK FAIR,1,03,10,A
40806489,New York East Side Marriot Hotel,1,03,9,A
40806791,GINGER'S BAR,3,47,9,A
40738860,MCDONALD'S,3,39,12,A
40807234,RICHMOND COUNTY COUNTRY CLUB - POOL SNACK BAR,5,03,4,A
40715785,PIZZA HUT,4,62,5,A
40738247,MCDONALD'S,1,39,12,A
40739378,TOM'S DELICIOUS PIZZA,1,62,7,A
40737935,Starbucks Coffee,1,14,7,A
40739444,DUNKIN DONUTS,4,29,2,A
40739883,CAFE CELLO DELI,1,03,3,A
40740251,CAFE K,3,50,11,A
40807236,RICHMOND COUNTY COUNTRY CLUB(10TH HOLE),5,03,5,A
40808118,BAR TABAC,3,35,10,A
40808305,BERMAY LUNCHEONETTE,5,03,4,A
40809137,9024/CATERING BY MICHAEL SCHICK INC.,3,50,12,A
40809717,PUEBLA MEXICAN FOOD & COFFEE SHOP,1,55,7,A
40741671,NATIONS CAFE,1,03,5,A
40739346,LE BON CAFE,1,70,10,A
40810476,FUNTOPIA USA,4,03,9,A
40742158,DEL CORSO PIZZERIA,3,63,12,A
40746229,MIKE'S PLACE,5,03,12,A
40740446,TERESA'S GOURMET,2,08,2,A
40742997,DOMINO'S PIZZA,2,62,10,A
40810657,SAN GERMAN CUCHIFRITO,2,53,11,A
40742685,C & S BAGELS,4,14,8,A
40742988,DOMINO'S PIZZA,3,62,5,A
40812317,J & J RESTAURANT & CUCHIFRITOS,2,53,12,A
40812483,SUSHI DAMO,1,49,48,C
40746835,MEXICAN RADIO,1,55,11,A
40747590,TIM HORTONS,1,29,2,A
40742999,DOMINO'S PIZZA,3,62,12,A
40743000,DOMINO'S PIZZA,2,62,10,A
40719738,JUNIORS,1,03,,A
40812630,CENTRAL PARK BOATHOUSE,1,03,11,A
40812931,NATURALLY DELICIOUS,1,03,13,A
40812946,TSUKUSHI RESTAURANT,1,49,11,A
40813634,Queen Of Sheba Ethiopian Restaurant,1,33,12,A
40743421,DOMINO'S PIZZA,4,62,9,A
40813854,EVEREST DINER,1,03,18,Z
40748296,RESTAURANT ANNISA,1,03,16,B
40748671,FLUSHING MEADOWS PITCH AND PUTT,4,03,2,A
40749081,TURKUAZ TURKISH CUISINE,1,83,7,A
40749331,SEVEN BAR & GRILL,1,03,9,A
40813690,SILVER MOON BAKERY,1,08,12,A
40814430,BAD BOYS PIZZA,3,62,14,B
40815015,SAHARAS TURKISH CUISINE,1,83,11,A
40750275,BROADWAY LOUNGE,1,03,5,A
40750343,VIEW LOUNGE,1,03,9,A
40746560,AMF 34 AVENUE LANES,4,03,37,Z
40814991,CHARO RESTAURANT,4,53,10,A
40815044,IRON CHEF HOUSE,3,49,27,Z
40815136,JIMBO'S HAMBURGERS,1,39,19,Z
40815185,CONSTANTINES DELI,4,27,7,A
40815623,ARTISANAL,1,35,12,A
40746890,DOMINO'S PIZZA,3,62,7,A
40746892,DOMINO'S PIZZA,3,62,7,A
40747050,SAMARIA PIZZA,4,62,2,A
40747192,NONIS COFFEE SHOP,2,03,10,A
40747363,OXFORD CAFE,1,14,7,A
40815637,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4,03,10,A
40815640,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4,03,8,A
40723778,PHOEBE'S,3,14,7,A
40747820,HURLEY'S SALOON,1,47,2,A
40750264,INTERMISSON CAFE,1,03,12,A
40750279,VIEW RESTAURANT,1,03,8,A
40816772,CITY CHOW CAFE V (EQUINOX),1,14,3,A
40816884,HSBC BANK,1,03,10,A
40818166,STARBUCKS COFFEE,3,14,12,A
40819145,BUM BUM BAR,4,53,2,A
40819315,JANE,1,03,7,A
40748959,IONA'S BAR,3,03,13,A
40752011,CAFE AMORE'S RESTAURANT,1,62,9,A
40753856,FOUNTAIN OF YOUTH HEALTH SPA JUICE BAR & DINNER,4,52,12,A
40750612,STROKOS PIZZA DELI,1,03,7,A
40820151,BISTRO TEN-18,1,03,12,A
40820348,DOMINO'S PIZZA,3,62,5,A
40750285,CROSSROADS (MARRIOTT MARQUIS),1,03,7,A
40819474,CAFFE LINDA,1,48,8,A
40754486,ELEGANTE PIZZA,3,62,9,A
40756287,BARBARESCO,1,48,11,A
40756606,BERGEN BAGELS,3,27,10,A
40752553,DOUBLE DRAGON,1,20,12,A
40753282,BURGER KING,3,39,12,A
40821227,SABOR A MEXICO,1,55,8,A
40752416,PEKING HOUSE,4,20,9,A
40752437,SANPANINO,1,48,9,A
40823209,COMIC STRIP,1,03,14,B
40824644,MERCURY BAR,1,03,20,B
40754877,ISTANBUL RESTAURANT,3,54,12,A
40755722,DAVE'S TAVERN,1,03,4,A
40756031,MANGANARO'S HERO BOY,1,48,9,A
40729796,JUICE FOR LIFE,4,03,10,A
40729819,GUASTAVINO'S,1,03,7,A
40754126,MAURYA RESTAURANT,4,44,10,A
40754552,STARBUCKS COFFEE,1,14,3,A
40757375,BAHIA RESTAURANT & CAFE,3,53,9,A
40825546,HALE & HEARTY SOUPS,1,75,10,A
40825792,ITALIAN VILLAGE PIZZERIA RESTAURANT,1,63,22,B
40755766,EL POLLO PERUANO,4,53,9,A
40759944,LUIGI'S PIZZERIA,3,63,7,A
40755548,CIRCLE PIZZERIA,2,62,7,A
40825868,KOSHER DELUXE,1,50,6,A
40825908,POLANCO RESTAURANT BBQ,1,10,9,A
40825993,TRINIDAD GOLDEN PLACE,3,17,28,Z
40760795,BARNES & NOBLE CAFE,3,14,9,A
40824929,ATLAS CAFE,1,54,7,A
40825650,THOM'S BAR,1,03,12,A
40756209,TAJ MAHAL INDIAN RESTAURANT,3,44,11,A
40759037,CAFE HENRI,1,35,5,A
40827157,INDIAN TAJ,4,44,10,A
40827907,SUBWAY,4,69,4,A
40829150,SOCIETY OF ILLUSTRATORS,1,03,17,B
40762720,PAX WHOLESOME FOODS,1,03,13,A
40762853,GREAT N.Y. NOODLETOWN,1,20,13,A
40827432,STARBUCKS COFFEE,1,14,7,A
40829155,DB BISTRO MODERNE,1,35,12,A
40829514,CLINTON STREET BAKING COMPANY,1,03,12,A
40761680,EATERY RESTAURANT,1,03,4,A
40763160,YUMMY KITCHEN,4,20,9,A
40763382,ZUM SCHNEIDER,1,37,7,A
40827606,CARVEL ICE CREAM,5,43,3,A
40734506,JOHN HUGHES KNIGHTS OF COLUMBUS CLUB,3,03,6,A
40831075,MURPHY'S PUB & RESTAURANT,1,47,9,A
40831148,STARBUCKS COFFEE (STORE #7555),4,14,13,A
40762474,OLYMPIC CAFE,1,14,5,A
40832580,EAST JAPANESE RESTAURANT/ BAR,1,49,7,A
40833851,EAST JAPANESE RESTAURANT,1,49,13,A
40760778,LA NORTENA EXPRESS RESTAURANT,4,55,9,A
40832718,EBE YE YIE AFRICAN RESTAURANT,2,02,9,A
40762630,BURGER KING/METRO MALL,4,39,10,A
40835030,BULL SHOTS,3,03,10,A
40835048,FOOD EXCHANGE,1,03,22,B
40836364,DEACON BRODIE'S,1,47,8,A
40766596,MACELLERIA RESTAURANT,1,03,10,A
40781213,CARIDAD,2,53,7,A
40781520,PRET A MANGER,1,69,9,A
40834127,YB FOOD MARKET,3,03,7,A
40736140,STARBUCKS COFFEE,1,14,2,A
40836801,CONNOLLY'S,1,47,4,A
40837042,MALECON RESTAURANT,2,53,9,A
40838460,STARBUCKS COFFEE,1,14,4,A
40839427,TIP-TOP BAR & GRILL,3,03,10,A
40737933,STARBUCKS COFFEE,4,14,3,A
40837605,PIZZA 33,1,62,11,A
40841152,ABIR HALAL RESTAURANT,3,03,10,A
40764527,PIZZA PALACE,4,62,8,A
40781412,GAUDIO'S PIZZERIA,4,63,5,A
40839445,DUMONT,3,03,2,A
40783591,CINDY RESTAURANT LUNCHEONETTE,3,77,12,A
40842393,PETER DILLON'S BAR,1,47,11,A
40843285,TOUS LES JOURS,1,08,11,A
40843676,PAZZA NOTTE,1,48,13,A
40844021,THE RANCH RESTAURANT & BAR OF GUYANA,4,17,18,B
40843062,TO GO EXPRESS,2,03,6,A
40782145,POPEYES CHICKEN & BISCUITS,3,18,7,A
40783014,CONVIVIUM OSTERIA,3,48,8,A
40781869,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,4,62,2,A
40844457,LA ISLA,3,53,22,B
40845245,CILANTRO,1,55,12,A
40844719,ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,4,69,8,A
40847325,MARSEILLE,1,35,12,A
40783655,GEORGIOS COUNTRY GRILL,1,03,12,A
40786301,EL RANCHITO DE DAISY,4,53,10,A
40846905,POLANCO'S,4,53,16,Z
40847000,PRET A MANGER,1,69,10,A
40785103,CAFE RUSTICO II,1,63,7,A
40849119,HARU SAKE BAR,1,49,7,A
40849391,ENNJU,1,49,13,A
40849504,BOULEVARD TAVERN,5,03,13,A
40786924,BOSTON MARKET,5,03,11,A
40787054,BOSTON MARKET,4,03,11,A
40786413,PRIVATE EYES,1,03,12,A
40849097,CAFE MEDINA,1,03,24,B
40788886,STARBUCKS COFFEE (STORE #7587),1,14,2,A
40786959,ALBELLA RISTORANTE & BAR,1,48,10,A
40849849,FAMOUS BEN'S PIZZA OF SOHO,1,62,39,Z
40849625,DOMINO'S PIZZA,3,62,20,B
40787049,BOSTON MARKET,4,03,2,A
40788085,STUDIO CAFE 59,1,48,7,A
40790869,MR. WONTON,3,20,25,B
40791072,BEST COFFEE SHOP,3,14,10,A
40852659,Chelsea Square Restaurant,1,03,12,A
40850369,PANDA KITCHEN,3,20,13,A
40792083,BASKIN ROBBINS,3,43,8,A
40789162,HALLMARK DELI,1,27,2,A
40790306,STARBUCKS COFFEE,4,14,5,A
40790307,STARBUCKS COFFEE,1,14,3,A
40789374,CITY CHOW CAFE,3,14,11,A
40790430,DANNY BOYS,4,03,13,A
40854950,RISTORANTE SETTEPANI,1,54,17,B
40793607,CAFE SPICE,1,44,12,A
40794463,ROSE WATER,3,03,12,A
40790556,BOSTON JERK-CITY RESTAURANT,3,17,12,A
40855243,YUKO NYC,1,49,12,A
40745126,PINOCCHIO RISTORANTE,1,48,12,A
40855899,NEW YORK DOLLS,1,03,4,A
40856325,STARBUCKS COFFEE,2,14,11,A
40856332,STARBUCKS COFFEE,1,14,9,A
40856342,NICKY'S JAMAICAN CUISINE,3,17,7,A
40793030,UNION POOL,3,03,9,A
40794103,MCDONALD'S,2,39,2,A
40792980,CHOCK FULL O' NUTS,3,14,11,A
40793198,TAJ CAFE,1,44,7,A
40857526,CAFE LULUC,3,03,11,A
40858744,AMERICAN HERO & SUB'S,4,69,13,A
40857661,THE EAGLE,1,03,13,A
40747162,ISLAND SHORES,5,03,6,A
40858996,FABIANE'S CAFE & PASTRY,3,08,10,A
40859014,CEBU,3,03,9,A
40859224,MAD RIVER BAR & GRILLE,1,03,13,A
40859658,KIMCHEE KOREAN RESTAURANT,3,52,9,A
40797798,DOMINO'S PIZZA,1,62,11,A
40798329,DUBLIN 6,1,03,8,A
40799056,ABIGAEL'S ON BROADWAY,1,50,5,A
40799188,ONE DELI RESTAURANT,3,27,12,A
40799206,THE PARK,1,03,10,A
40860410,LA BELLA PIZZA,5,62,11,A
40859145,ROCCO'S PIZZERIA,3,63,7,A
40859175,ANNADALE DINER,5,38,12,A
40799399,MCDONALD'S (MACY'S 7TH FL),1,39,19,Z
40799951,OLIVES,1,54,11,A
40860723,PURITY DINER,3,03,12,A
40861201,RED BAMBOO,1,84,7,A
40861140,THE BLACK DUCK RESTAURANT,1,03,9,A
40798872,METROPOLITAN,3,03,7,A
40799123,STARBUCKS COFFEE (STORE #7577),1,14,4,A
40800072,SUTTON PIZZA & GYRO,1,62,9,A
40800483,STEP IN RESTAURANT & LOUNGE,2,03,3,A
40799991,SURF BAR,3,53,9,A
40800199,"MAYER, BROWN & PLATT",1,03,11,A
40800986,BURGER KING,2,39,3,A
40801851,RISOTTERIA,1,48,9,A
40802786,TASTY CAFE CATERING,1,03,12,A
40861669,NEW VICTORY RESTAURANT,3,20,28,Z
40861670,GOLDS GYM,3,51,7,A
40861868,MR FALAFAEL RESTAURANT,3,31,12,A
40861252,SWEET & VICIOUS,1,03,12,A
40861694,SPIROS RESTAUTRANT,3,03,5,A
40802867,WENDY'S,1,03,13,A
40800426,DEVON & BLAKELY,1,27,4,A
40800557,MCDONALD'S,1,39,3,A
40803254,PALMA,1,48,12,A
40803444,MANOR HOUSE RESTAURANT,5,48,10,A
40800325,ZEBU GRILL,1,13,10,A
40863335,RITZ WEST INDIAN CUISINE,3,17,11,A
40863944,BURGER KING,2,39,10,A
40862111,LIL FRANKIE'S PIZZA,1,03,13,A
40801605,BURGER KING,2,39,5,A
40804049,KRISTY'S RESTAURANT,2,20,12,A
40803991,KATI ALLO,4,38,9,A
40804631,MCDONALD'S,1,39,12,A
40805108,BARNES & NOBLE CAFE,5,14,8,A
40863935,BURGER KING,1,39,11,A
40805500,DOMINO'S PIZZA,3,62,12,A
40807019,TEN REN'S TEA TIME,1,14,7,A
40807152,3D'S PLACE BAKERY,3,17,9,A
40807238,RICHMOND COUNTY COUNTRY CLUB,5,03,12,A
40865775,FRATELLI PIZZA,4,62,11,A
40865879,EURO PIZZA,5,62,9,A
40864834,ALMAR,3,03,12,A
40865180,PIZZA HUT (STORE #825),1,62,13,A
40757699,LABELLA FERRARA,1,08,6,A
40807227,MARY'S FISH CAMP,1,72,8,A
40809390,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3,17,12,A
40808787,HOT BAGELS & CAFE,4,07,7,A
40809529,LA SORRENTINA PIZZERIA RESTAURANT,3,48,10,A
40865995,FRAGOLE,3,48,12,A
40866029,KFC/TACO BELL,1,18,7,A
40866340,DOMINO'S PIZZA,2,62,6,A
40866951,MI SUENO RESTAURANT,2,53,3,A
40866977,CAFE MAE MAE,1,03,12,A
40866322,DOMINO'S PIZZA,2,62,7,A
40809862,MCDONALD'S,3,39,4,A
40809948,44 & X HELL'S KITCHEN,1,03,7,A
40810174,BRASSERIE ATHENEE,1,54,2,A
40867055,COLUMBO YOGURT/ TACO BELL/ NATHANS/ TIM HORTON/PIZZA HUT,1,03,23,B
40867529,Kentucky Fried Chicken/ Island Cuisine,1,18,12,A
40868161,CROWN FRIED CHICKEN,3,18,10,A
40867120,GINA'S PIZZA,4,62,13,A
40867359,WENDY'S,4,39,5,A
40810784,BARRAGE,1,03,9,A
40810032,AL-MEHRAN RESTAURANT,4,44,7,A
40812870,KOLIBA RESTAURANT,4,26,8,A
40868583,WHITE CASTLE,3,39,7,A
40868689,PITA PAN CAFE,1,56,11,A
40811162,CARMINE'S,1,48,2,A
40814134,STARBUCKS COFFEE,1,14,11,A
40813992,ACQUISTA TRATTORIA,4,48,13,A
40814124,STARBUCKS COFFEE,1,14,5,A
40814843,TRUFA RESTAURANT,1,48,12,A
40869272,FINESTRA,1,48,13,A
40869288,THE BLACK DOG GRILL,5,03,10,A
40869790,EL BUEN AMBIENTE,2,53,7,A
40869524,HARLEM BAR-B-Q,1,10,46,C
40815524,MYTHOS RESTAURANT,4,38,11,A
40815627,BOULEVARD TAVERN,2,47,12,A
40815664,SHORE HAVEN DINER,2,03,12,A
40871752,JIAN ON CHINESE RESTAURANT,4,20,10,A
40815605,CHOP'T,1,68,13,A
40818118,STARBUCKS COFFEE,3,14,7,A
40872325,EL AGUILA BAKERY,3,08,27,B
40872441,STARBUCKS COFFEE,1,14,3,A
40871961,TOTA'S,3,17,11,A
40872794,LA PIAZZETTA,3,48,3,Z
40816202,THE PARK SLOPE CHIPSHOP,3,32,10,A
40818115,STARBUCKS COFFEE,1,14,2,A
40819820,BANSHEE PUB,1,47,11,A
40819976,DUNKIN' DONUTS,4,29,13,A
40873175,CRAFT,1,03,12,A
40785343,ROTHMANN'S STEAKHOUSE & GRILL,1,03,4,A
40820356,NEW RANCH RESTAURANT,2,03,5,A
40821884,GINO'S PIZZA,4,62,12,A
40822941,MANNY'S CAFE FAMILY RESTAURANT,3,03,11,A
40875639,DON ALEX RESTAURANT,4,61,21,B
40876068,RE: SOURCES,1,03,7,A
40874688,BOWERY ELETRIC,1,03,13,A
40875246,GENERAL MOTORS,1,14,12,A
40875290,SEAFOOD  CITY,2,72,17,Z
40821115,Starbucks Coffee,1,14,2,A
40821355,THE LITTLE SWEET SHOPPE,4,43,2,A
40822611,HOME STRETCH BAR,3,03,13,A
40824179,COMMUNITY FOOD AND JUICE,1,03,23,B
40787990,STARBUCKS COFFEE,1,14,7,A
40876618,BIJAN'S,3,03,12,A
40876932,CARVEL,4,43,4,A
40875885,PIATTO D'ORO,1,48,13,A
40875888,CAFE ANGELIQUE,1,14,12,A
40824688,LA VIENESA SPANISH BAKERY,4,08,12,A
40824512,COURTYARD BY MARRIOTT,4,03,5,A
40788884,STARBUCKS COFFEE,1,14,3,A
40824889,LINDOS,3,03,11,A
40823884,MADISON'S,2,48,9,A
40877421,LA NUEVA GIRALDA BAKERY,2,08,7,A
40877857,PAPA JOHN'S,1,62,23,Z
40878231,MOTI'S,3,50,10,A
40876695,CRYSTAL CURRY HOUSE,4,17,9,A
40876962,TIM HORTON'S COFFEE & BAKE SHOP/ KENTUCKY FRIED CHICKEN,1,03,10,A
40826271,FRONT STREET PIZZA,3,62,10,A
40825454,DEVIN'S FISH & CHIPS,1,72,12,A
40878590,SAPPORO RESTAURANT,1,49,9,A
40878687,BARCLAY'S CAPITAL,1,03,7,A
40794321,CARVEL ICE CREAM,3,43,5,A
40796223,NBC-GE,1,03,5,A
40827050,SUBWAY,1,69,12,A
40827726,GANDHI INDIAN CUISINE,4,44,10,A
40880365,TAVERN LOUNGE,4,47,10,A
40829831,KO-SUSHI JAPANESE RESTAURANT,1,49,12,A
40829905,WENDY'S,3,39,8,A
40831475,ROSARIO DELI,4,27,12,A
40881416,LING KEE BEEF JERKY,1,20,11,A
40881492,BIG DADDY'S DINER,1,03,11,A
40881627,JUICE GENERATION,1,51,9,A
40829674,BLUE RIBBON BRASSERIE,3,03,13,A
40830563,HEARTLAND BREWERY,1,03,10,A
40878775,GIRASOL BAKERY,4,08,11,A
40834713,DIM SUM GO GO,1,20,12,A
40883581,SHEAS EMERALD,2,47,2,A
40883866,MEMORIES LOUNGE,2,17,7,A
40884354,111 RESTAURANT,4,03,9,A
40882044,MOTO,3,54,20,B
40882356,SPORTS CENTER AT CHELSEA PIERS (SUSHI BAR),1,49,9,A
40882359,"WHALER BAR, CAFE BUON GIORNO",1,03,9,A
40836365,NEPTUNE POLISH RESTAURANT,1,64,11,A
40836410,LUCKY STAR CAFE,1,03,8,A
40885010,DUNKIN' DONUTS,4,29,8,A
40834812,DANTE'S GOURMET FOOD,1,03,12,A
40835712,FIRENZE,1,48,13,A
40832818,LE TRAIN BLEU & B CAFE,1,35,5,A
